"customername","customerkey","gender","yearlyincome","city","country","state"
"Allen Perez",14229,"M","80000.00","Geelong","Australia","Victoria"
"Luis Coleman",14230,"M","90000.00","Townsville","Australia","Queensland"
"Kari Sai",14231,"F","120000.00","Findon","Australia","South Australia"
"Omar Huang",14232,"M","100000.00","Rockhampton","Australia","Queensland"
"Ricardo She",14233,"M","100000.00","Malabar","Australia","New South Wales"
"Gina Romero",14234,"F","100000.00","Perth","Australia","South Australia"
"Larry Alvarez",14235,"M","100000.00","Wollongong","Australia","New South Wales"
"Abigail Richardson",14236,"F","110000.00","Melbourne","Australia","Victoria"
"Kate Andersen",14237,"F","120000.00","Cloverdale","Australia","South Australia"
"Jay Gonzalez",14238,"M","120000.00","Wollongong","Australia","New South Wales"
"Maria Peterson",14239,"F","70000.00","Lakewood","United States","California"
"Caroline Foster",14240,"F","80000.00","Kirkland","United States","Washington"
"Grace Wood",14241,"F","110000.00","Coronado","United States","California"
"Rafael Ye",14242,"M","70000.00","Bremerton","United States","Washington"
"Gregory Winston",14243,"F","90000.00","Oregon City","United States","Oregon"
"Jennifer Griffin",14244,"F","90000.00","Metchosin","Canada","British Columbia"
"Ana Russell",14245,"F","90000.00","Woodburn","United States","Oregon"
"Devin Garcia",14246,"M","90000.00","Glendale","United States","California"
"Hunter Allen",14247,"M","90000.00","Spokane","United States","Washington"
"Misty Tang",14248,"F","100000.00","Bellflower","United States","California"
"Eduardo Thomas",14249,"M","110000.00","National City","United States","California"
"Adam Collins",14250,"M","130000.00","Concord","United States","California"
"Alex Brooks",14251,"M","170000.00","Santa Cruz","United States","California"
"Destiny Cook",14252,"F","100000.00","Portland","United States","Oregon"
"Eduardo Scott",14253,"M","110000.00","Burbank","United States","California"
"Tabitha Gill",14254,"F","110000.00","Bellflower","United States","California"
"Jonathan Jackson",14255,"M","110000.00","Edmonds","United States","Washington"
"Elizabeth Robinson",14256,"F","170000.00","Lynnwood","United States","Washington"
"James Carter",14257,"M","170000.00","National City","United States","California"
"Haley Foster",14258,"F","70000.00","San Carlos","United States","California"
"Antonio Flores",14259,"M","40000.00","Melton","Australia","Victoria"
"Frank Ruiz",14260,"M","40000.00","Warrnambool","Australia","Victoria"
"Meredith Subram",14261,"F","70000.00","Rhodes","Australia","New South Wales"
"Jon He",14262,"M","70000.00","Port Macquarie","Australia","New South Wales"
"Nina Lal",14263,"F","80000.00","Silverwater","Australia","New South Wales"
"Karl Lal",14264,"M","80000.00","Seaford","Australia","Victoria"
"Garrett Bell",14265,"M","30000.00","Shawnee","Canada","British Columbia"
"Cory Patel",14266,"M","30000.00","Bellingham","United States","Washington"
"Lauren Wood",14267,"F","30000.00","Corvallis","United States","Oregon"
"Isabella Roberts",14268,"F","30000.00","Beverly Hills","United States","California"
"Tony She",14269,"M","30000.00","Beverly Hills","United States","California"
"James Ross",14270,"M","60000.00","La Jolla","United States","California"
"Lucas Wright",14271,"M","30000.00","Spokane","United States","Washington"
"Sydney Ward",14272,"F","30000.00","Puyallup","United States","Washington"
"Angel Parker",14273,"M","60000.00","San Gabriel","United States","California"
"Edward Williams",14274,"M","60000.00","Royal Oak","Canada","British Columbia"
"Arthur Prasad",14275,"M","80000.00","Findon","Australia","South Australia"
"Melody Suarez",14276,"F","80000.00","Townsville","Australia","Queensland"
"Jerry She",14277,"M","70000.00","Rockhampton","Australia","Queensland"
"Olivia Sanchez",14278,"F","130000.00","Melbourne","Australia","Victoria"
"Taylor Barnes",14279,"F","130000.00","Warrnambool","Australia","Victoria"
"Isaac Oliver",14280,"M","80000.00","Bremerton","United States","Washington"
"Daniel Wilson",14281,"M","80000.00","Vancouver","Canada","British Columbia"
"Brianna Lewis",14282,"F","30000.00","Newton","Canada","British Columbia"
"Seth Simmons",14283,"M","60000.00","Lake Oswego","United States","Oregon"
"Wyatt Anderson",14284,"M","60000.00","Sedro Woolley","United States","Washington"
"Taylor Hughes",14285,"F","60000.00","Burlingame","United States","California"
"Kristine Hernandez",14286,"F","120000.00","Newcastle","Australia","New South Wales"
"Derek Xie",14287,"M","150000.00","Port Macquarie","Australia","New South Wales"
"Christina Ramirez",14288,"F","130000.00","El Cajon","United States","California"
"Jessica Martinez",14289,"F","150000.00","Santa Cruz","United States","California"
"Jonathan Wilson",14290,"M","70000.00","Corvallis","United States","Oregon"
"Tyler White",14291,"M","70000.00","Oak Bay","Canada","British Columbia"
"Isabella Ross",14292,"F","70000.00","Concord","United States","California"
"Kyle Campbell",14293,"M","60000.00","Daly City","United States","California"
"Steven Gray",14294,"M","60000.00","El Cajon","United States","California"
"Hannah Thomas",14295,"F","60000.00","West Covina","United States","California"
"Benjamin Russell",14296,"M","60000.00","Beaverton","United States","Oregon"
"Kristin Raji",14297,"F","70000.00","Bellflower","United States","California"
"Kaitlyn Jenkins",14298,"F","70000.00","Los Angeles","United States","California"
"Jermaine Chandra",14299,"M","90000.00","Goulburn","Australia","New South Wales"
"Colin He",14300,"M","90000.00","Seaford","Australia","Victoria"
"Ruben Vazquez",14301,"M","70000.00","Port Macquarie","Australia","New South Wales"
"April Beck",14302,"F","70000.00","Brisbane","Australia","Queensland"
"Briana Ramos",14303,"F","60000.00","Port Macquarie","Australia","New South Wales"
"Jacquelyn Jimenez",14304,"F","60000.00","Melbourne","Australia","Victoria"
"Brendan Shen",14305,"M","60000.00","Goulburn","Australia","New South Wales"
"Byron Ramos",14306,"M","60000.00","Hobart","Australia","Tasmania"
"Ross Perez",14307,"M","60000.00","Darlinghurst","Australia","New South Wales"
"Marie Ramos",14308,"F","100000.00","Lane Cove","Australia","New South Wales"
"Orlando Sanz",14309,"M","110000.00","Perth","Australia","South Australia"
"Jon Zeng",14310,"M","110000.00","Rhodes","Australia","New South Wales"
"Erik Alvarez",14311,"M","110000.00","Sydney","Australia","New South Wales"
"Claudia Lin",14312,"F","60000.00","Caloundra","Australia","Queensland"
"Brandon Brown",14400,"M","70000.00","San Francisco","United States","California"
"Christian Smith",14313,"M","60000.00","Port Macquarie","Australia","New South Wales"
"Katherine Cooper",14314,"F","80000.00","Hobart","Australia","Tasmania"
"Carl Chander",14315,"M","70000.00","Townsville","Australia","Queensland"
"Leonard Anand",14316,"M","60000.00","Coffs Harbour","Australia","New South Wales"
"Steve Liang",14317,"M","70000.00","Lavender Bay","Australia","New South Wales"
"Seth Rogers",14318,"M","70000.00","Rockhampton","Australia","Queensland"
"Renee Sanz",14319,"F","70000.00","Warrnambool","Australia","Victoria"
"Amy Hu",14320,"F","70000.00","Perth","Australia","South Australia"
"Jackson Evans",14321,"M","80000.00","Sunbury","Australia","Victoria"
"Sydney Thomas",14322,"F","90000.00","Coffs Harbour","Australia","New South Wales"
"Colin Tang",14323,"M","70000.00","Rhodes","Australia","New South Wales"
"Jessie Alvarez",14324,"F","70000.00","South Melbourne","Australia","Victoria"
"Crystal Li",14325,"F","70000.00","Melbourne","Australia","Victoria"
"Joe Perez",14326,"M","70000.00","Townsville","Australia","Queensland"
"Kyle Butler",14327,"M","30000.00","Downey","United States","California"
"Andrea Rogers",14328,"F","30000.00","Shawnee","Canada","British Columbia"
"Holly Sanchez",14329,"F","30000.00","Burbank","United States","California"
"Matthew Harris",14330,"M","40000.00","Sooke","Canada","British Columbia"
"Timothy Murphy",14331,"M","30000.00","Milwaukie","United States","Oregon"
"Jade Rogers",14332,"F","30000.00","N. Vancouver","Canada","British Columbia"
"Bobby Suri",14333,"M","30000.00","Bremerton","United States","Washington"
"Patrick Murphy",14334,"M","40000.00","Walla Walla","United States","Washington"
"Allison Cox",14335,"F","40000.00","Walla Walla","United States","Washington"
"Gabriel Baker",14336,"M","40000.00","Beaverton","United States","Oregon"
"Olivia Coleman",14337,"F","40000.00","Oregon City","United States","Oregon"
"Natalie Taylor",14338,"F","40000.00","Cliffside","Canada","British Columbia"
"Brandy Suri",14339,"F","30000.00","Bellflower","United States","California"
"Miranda Butler",14340,"F","40000.00","Salem","United States","Oregon"
"Sean Sanders",14341,"M","30000.00","Langley","Canada","British Columbia"
"Beth Ruiz",14342,"F","40000.00","Ballard","United States","Washington"
"Xavier Turner",14343,"M","40000.00","Corvallis","United States","Oregon"
"Kurt Xie",14344,"M","30000.00","Gold Coast","Australia","Queensland"
"Kristi Rodriguez",14345,"F","40000.00","Bendigo","Australia","Victoria"
"Evelyn Perez",14346,"F","40000.00","Goulburn","Australia","New South Wales"
"Tara Goel",14347,"F","40000.00","Malabar","Australia","New South Wales"
"Alex Scott",14348,"M","60000.00","Port Macquarie","Australia","New South Wales"
"Nicole Griffin",14349,"F","40000.00","Oregon City","United States","Oregon"
"Emily Moore",14350,"F","40000.00","Portland","United States","Oregon"
"Riley Gray",14351,"F","40000.00","Berkeley","United States","California"
"Melissa Butler",14352,"F","40000.00","Lynnwood","United States","Washington"
"Erin Reed",14353,"F","40000.00","Vancouver","Canada","British Columbia"
"Seth Green",14354,"M","30000.00","San Carlos","United States","California"
"Ian King",14355,"M","60000.00","Lebanon","United States","Oregon"
"Isabella Baker",14356,"F","100000.00","San Gabriel","United States","California"
"Dalton Collins",14357,"M","100000.00","Santa Cruz","United States","California"
"Amanda Watson",14358,"F","100000.00","Kirkland","United States","Washington"
"Eduardo Henderson",14359,"M","90000.00","Metchosin","Canada","British Columbia"
"Samantha Patterson",14360,"F","60000.00","Mill Valley","United States","California"
"Franklin Raje",14361,"M","60000.00","Bremerton","United States","Washington"
"Roberto Gill",14362,"M","40000.00","Beaverton","United States","Oregon"
"Natalie Long",14363,"F","50000.00","Westminster","Canada","British Columbia"
"Mario Rai",14364,"M","50000.00","Berkeley","United States","California"
"Evan Ward",14365,"M","50000.00","Long Beach","United States","California"
"Anna Brooks",14366,"F","60000.00","Marysville","United States","Washington"
"Courtney Green",14367,"F","60000.00","Milwaukie","United States","Oregon"
"Richard Thompson",14368,"M","60000.00","Concord","United States","California"
"Devin Sanchez",14369,"M","60000.00","Oregon City","United States","Oregon"
"Meghan Dominguez",14370,"F","40000.00","Burnaby","Canada","British Columbia"
"Jeremiah Lewis",14371,"M","40000.00","Sooke","Canada","British Columbia"
"Kaitlyn Washington",14372,"F","60000.00","Port Orchard","United States","Washington"
"Ricardo Jai",14373,"M","60000.00","Burlingame","United States","California"
"David Yang",14374,"M","70000.00","National City","United States","California"
"Alexandra Moore",14375,"F","50000.00","Walla Walla","United States","Washington"
"Faith Torres",14376,"F","70000.00","Everett","United States","Washington"
"Paula Ruiz",14377,"F","70000.00","Bellingham","United States","Washington"
"Cory Mehta",14378,"M","60000.00","Burlingame","United States","California"
"Richard Foster",14379,"M","60000.00","Fremont","United States","California"
"Kaylee Watson",14380,"F","70000.00","Lebanon","United States","Oregon"
"Alexa Cooper",14381,"F","70000.00","Corvallis","United States","Oregon"
"Darren Blanco",14382,"M","70000.00","Berkeley","United States","California"
"Marvin Ferrier",14383,"M","70000.00","Concord","United States","California"
"Rachel Miller",14384,"F","60000.00","Sedro Woolley","United States","Washington"
"Maria Hall",14385,"F","60000.00","Lebanon","United States","Oregon"
"Marissa Wood",14386,"F","60000.00","Glendale","United States","California"
"Brittany Hughes",14387,"F","60000.00","Langley","Canada","British Columbia"
"Kaylee Rogers",14388,"F","70000.00","National City","United States","California"
"Ryan Harris",14389,"M","60000.00","Downey","United States","California"
"Logan Kumar",14390,"M","60000.00","Santa Monica","United States","California"
"Jason Long",14391,"M","70000.00","Sedro Woolley","United States","Washington"
"Justin Jackson",14392,"M","70000.00","Yakima","United States","Washington"
"José Perez",14393,"M","70000.00","Corvallis","United States","Oregon"
"Jacob Rodriguez",14394,"M","70000.00","Bellingham","United States","Washington"
"Devin Reed",14395,"M","70000.00","Grossmont","United States","California"
"Zoe Sanchez",14396,"F","60000.00","Olympia","United States","Washington"
"Sierra Edwards",14397,"F","60000.00","Port Orchard","United States","Washington"
"James Anderson",14398,"M","60000.00","Spokane","United States","Washington"
"Jeremy Peterson",14399,"M","60000.00","San Diego","United States","California"
"Jose Kumar",14401,"M","60000.00","Salem","United States","Oregon"
"Hailey Parker",14402,"F","60000.00","Tacoma","United States","Washington"
"Angelica Russell",14403,"F","60000.00","Bellflower","United States","California"
"Rachel Davis",14404,"F","60000.00","Ballard","United States","Washington"
"Dylan Walker",14405,"M","60000.00","Bellingham","United States","Washington"
"Carrie Schmidt",14406,"F","60000.00","Berkeley","United States","California"
"Thomas Bryant",14407,"M","60000.00","Coronado","United States","California"
"Jasmine Cook",14408,"F","70000.00","National City","United States","California"
"Eric Wang",14409,"M","70000.00","National City","United States","California"
"Arianna Brooks",14410,"F","70000.00","Newport Beach","United States","California"
"Ashley Johnson",14411,"F","70000.00","Lake Oswego","United States","Oregon"
"Nicole Blue",14412,"F","70000.00","Lebanon","United States","Oregon"
"Rachel Patterson",14413,"F","60000.00","Chula Vista","United States","California"
"Rachel Wilson",14414,"F","60000.00","Coronado","United States","California"
"William Davis",14415,"M","60000.00","Long Beach","United States","California"
"Madison Flores",14416,"F","60000.00","Oak Bay","Canada","British Columbia"
"Ernest Lu",14417,"M","60000.00","Bellingham","United States","Washington"
"Rebecca Young",14418,"F","60000.00","Lake Oswego","United States","Oregon"
"Abigail Ward",14419,"F","70000.00","Oregon City","United States","Oregon"
"Chloe Wright",14420,"F","70000.00","Lynnwood","United States","Washington"
"Hannah Barnes",14421,"F","70000.00","Woodburn","United States","Oregon"
"Cara Lu",14422,"F","130000.00","Stuttgart","Germany","Saarland"
"Jill Ruiz",14423,"F","130000.00","Cheltenham","United Kingdom","England"
"Stefanie Raman",14424,"F","110000.00","Verrieres Le Buisson","France","Essonne"
